ID,TITLE_CLEAN,COMPANY_NAME,COMPANY_IS_STAFFING,occupation_group,role_family,posted_date,state,LOCATION,REMOTE_TYPE_NAME,MAX_EDULEVELS_NAME,MIN_EDULEVELS_NAME,min_years_experience,max_years_experience,salary_from_annual,salary_to_annual,salary_midpoint,ORIGINAL_PAY_PERIOD,SKILLS_NAME,SPECIALIZED_SKILLS_NAME,NAICS_2022_4,NAICS_2022_6_NAME
273597,Product Analytics Engineer,Twin Health,,Data Scientists,Data Engineer,2026-06-24,Unspecified,"Menlo Park, Ca",Remote,Bachelor's degree,,,,130000.0,140000.0,135000.0,annual,"[""Python For Data Analysis"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Digital Twin Technology"", ""Data Build Tool"", ""Data Pipelines"", ""Data Validation"", ""Data Integrity"", ""Computer Science"", ""Data Science""]","[""Python For Data Analysis"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Digital Twin Technology"", ""Data Build Tool"", ""Data Pipelines"", ""Data Validation"", ""Data Integrity"", ""Computer Science"", ""Data Science""]",5415,
273877,Sr. Data Analyst,Beth Israel Lahey Health,,Other,Data Analyst,2026-06-03,Massachusetts,"Boston, MA",Unknown,Bachelor's degree,,,,,,,,"[""Microsoft Excel"", ""Stata"", ""Python (Programming Language)"", ""Data Mapping"", ""Data Management"", ""Machine Learning"", ""Linear Regression"", ""Logistic Regression"", ""Survival Analysis"", ""Computer Science""]","[""Stata"", ""Python (Programming Language)"", ""Data Mapping"", ""Data Management"", ""Machine Learning"", ""Linear Regression"", ""Logistic Regression"", ""Survival Analysis"", ""Computer Science""]",5415,
274821,Senior Data Scientist - Growth Marketing,DocuSign,,Data Scientists,Data Scientist,2026-06-04,California,"San Francisco, CA",Hybrid,Doctoral or professional degree,,8.0,,140100.0,235375.0,187737.5,annual,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Contract Lifecycle Management"", ""Business Systems"", ""Data Science"", ""Strategic Analysis"", ""Data Layers"", ""Data Modeling"", ""Product Design""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Contract Lifecycle Management"", ""Business Systems"", ""Data Science"", ""Strategic Analysis"", ""Data Layers"", ""Data Modeling"", ""Product Design""]",5415,
274837,Data Analyst 1,TEKsystems,,Data Scientists,Data Analyst,2026-06-03,California,"Santa Ana, CA",On-site,Bachelor's degree,,,,72800.0,83200.0,78000.0,hourly,"[""Power BI"", ""Microsoft Excel"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Root Cause Analysis"", ""Supply Chain"", ""Operations Analytics"", ""Data Analysis"", ""Risk Management"", ""Data Modeling""]","[""Power BI"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Root Cause Analysis"", ""Supply Chain"", ""Operations Analytics"", ""Data Analysis"", ""Risk Management"", ""Data Modeling""]",5415,
275327,Data Science Lead Analyst,Citi,,Management Analysts,Data Scientist,2026-05-22,Illinois,"Schaumburg, Illinois",Hybrid,Master's degree,Bachelor's degree,,,,,,,"[""Base SAS"", ""SAS Macros"", ""Unix Shell"", ""Software Development"", ""SQL (Programming Language)"", ""Data Science"", ""Data Processing"", ""Business Requirements"", ""Information Systems"", ""Embedded Systems""]","[""Base SAS"", ""SAS Macros"", ""Unix Shell"", ""Software Development"", ""SQL (Programming Language)"", ""Data Science"", ""Data Processing"", ""Business Requirements"", ""Information Systems"", ""Embedded Systems""]",5415,
275452,Business Analyst,Hdox,,Management Analysts,Business Analyst,2026-07-22,Illinois,"Schaumburg, Illinois",Unknown,Bachelor's degree,Bachelor's degree,2.0,,,,,,"[""Business Requirements"", ""Technical Requirements"", ""Domain Knowledge"", ""Computer Science"", ""Learning Agility"", ""Problem Solving"", ""Data Mapping"", ""Data Structures"", ""Data Integrity"", ""Patient Registration""]","[""Business Requirements"", ""Technical Requirements"", ""Domain Knowledge"", ""Computer Science"", ""Data Mapping"", ""Data Structures"", ""Data Integrity"", ""Patient Registration""]",5415,
275480,Senior Data Scientist - Experimentation & Measurement,Sonyinteractiveentertainmentglobal,,Data Scientists,Data Scientist,2026-01-08,California,"San Mateo, California",Hybrid,Doctoral or professional degree,,,,,,,,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""A/B Testing"", ""Data Science"", ""Causal Inference"", ""Product Engineering"", ""Test Design"", ""Business Decisions"", ""Data Extraction"", ""Machine Learning""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""A/B Testing"", ""Data Science"", ""Causal Inference"", ""Product Engineering"", ""Test Design"", ""Business Decisions"", ""Data Extraction"", ""Machine Learning""]",5415,
275564,Data Scientist II,Toast,,Data Scientists,Data Scientist,2026-06-12,Unspecified,Remote,Hybrid,Bachelor's degree,Bachelor's degree,,,,,,,"[""Software Engineering"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Point Of Sale"", ""A/B Testing"", ""Data Science"", ""Machine Learning"", ""Data Mining"", ""Statistical Analysis""]","[""Software Engineering"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Point Of Sale"", ""A/B Testing"", ""Data Science"", ""Machine Learning"", ""Data Mining"", ""Statistical Analysis""]",5415,
275681,Sr Data Scientist,Paypal,,Data Scientists,Data Scientist,2026-06-04,Illinois,"Chicago, Illinois, United States of America",Hybrid,Master's degree,,,,142200.0,221500.0,181850.0,annual,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Github"", ""A/B Testing"", ""Root Cause Analysis"", ""Continuous Monitoring"", ""Fraud Detection"", ""Data Visualization"", ""Product Management""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Github"", ""A/B Testing"", ""Root Cause Analysis"", ""Continuous Monitoring"", ""Fraud Detection"", ""Data Visualization"", ""Product Management""]",5415,
275824,"Sr. Data Scientist, Infrastructure",Pinterest,,Data Scientists,Data Scientist,2026-07-07,Unspecified,"Ca, ; Remote",Remote,,,,1.0,,,,,"[""SQL (Programming Language)"", ""Performance Measurement"", ""Data Quality"", ""Scientific Methods"", ""Computer Science"", ""Data Pipelines"", ""Innovation"", ""Pinterest"", ""Reliability"", ""Governance""]","[""SQL (Programming Language)"", ""Performance Measurement"", ""Data Quality"", ""Scientific Methods"", ""Computer Science"", ""Data Pipelines"", ""Pinterest""]",5415,
276822,Business Analyst,Virginia Commonwealth University,,Management Analysts,Business Analyst,2026-06-05,Virginia,"Richmond, Virginia, United States",Hybrid,,,,1.0,70000.0,75000.0,72500.0,annual,"[""Software Systems"", ""System Software"", ""Microsoft Excel"", ""Microsoft Office"", ""SQL (Programming Language)"", ""Technical Support"", ""Process Improvement"", ""Decision Making"", ""Resource Allocation"", ""Quality Assurance""]","[""Software Systems"", ""System Software"", ""SQL (Programming Language)"", ""Technical Support"", ""Process Improvement"", ""Resource Allocation""]",5415,
276839,Senior Data Analytics Engineer,Onesignal,,Data Scientists,Data Engineer,2026-07-20,Unspecified,USA,Unknown,High school diploma or equivalent,High school diploma or equivalent,,,,,,,"[""Python (Programming Language)"", ""Data Engineering"", ""Business Systems"", ""Business Requirements"", ""Product Marketing"", ""Data Science"", ""Machine Learning"", ""Artificial Intelligence"", ""Business Acumen"", ""Operations""]","[""Python (Programming Language)"", ""Data Engineering"", ""Business Systems"", ""Business Requirements"", ""Product Marketing"", ""Data Science"", ""Machine Learning"", ""Artificial Intelligence""]",5415,
277052,Senior Data Scientist,Northbeam,,Data Scientists,Data Scientist,2025-09-11,Unspecified,Remote,Remote,Doctoral or professional degree,,,,,,,,"[""Software Development"", ""Marketing Intelligence"", ""Profitable Growth"", ""Customer Support"", ""Problem Solving"", ""Data Modeling"", ""Data Science"", ""Machine Learning"", ""Causal Inference"", ""Business Problems""]","[""Software Development"", ""Marketing Intelligence"", ""Profitable Growth"", ""Customer Support"", ""Data Modeling"", ""Data Science"", ""Machine Learning"", ""Causal Inference"", ""Business Problems""]",5415,Custom Computer Programming Services
277593,"Data Scientist, North Insights",Cohere,,Data Scientists,Data Scientist,2026-07-23,California,"San Francisco, California",Remote,High school diploma or equivalent,High school diploma or equivalent,,1.0,,,,,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Real World Data"", ""Business Problems"", ""Language Models"", ""Causal Inference"", ""Statistical Inference"", ""Experimental Design"", ""Predictive Modeling"", ""Analytics""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Real World Data"", ""Business Problems"", ""Language Models"", ""Causal Inference"", ""Statistical Inference"", ""Experimental Design"", ""Predictive Modeling"", ""Analytics""]",5415,
277668,Sr. Data Scientist - Vice President,Citi,,Data Scientists,Data Scientist,2026-06-10,New Jersey,"Jersey City, New Jersey",Unknown,Doctoral or professional degree,,,,,,,,"[""Python (Programming Language)"", ""TensorFlow"", ""Natural Language Processing (NLP)"", ""Data Science"", ""Machine Learning"", ""Systems Analysis"", ""Strategic Partnership"", ""Industry Standards"", ""Statistical Analysis"", ""Technical Leadership""]","[""Python (Programming Language)"", ""TensorFlow"", ""Natural Language Processing (NLP)"", ""Data Science"", ""Machine Learning"", ""Systems Analysis"", ""Strategic Partnership"", ""Industry Standards"", ""Statistical Analysis"", ""Technical Leadership""]",5415,
277714,Business Analyst Sr,PNC,,Management Analysts,Business Analyst,2026-07-24,Pennsylvania,"Pittsburgh, Pennsylvania",Unknown,High school diploma or equivalent,High school diploma or equivalent,,1.0,,,,,"[""System Support"", ""Financial Systems"", ""Analytical Skills""]","[""System Support"", ""Financial Systems""]",5415,
277726,"Business Analyst, Financial Risk Mitigation",Amazon,,Management Analysts,Business Analyst,2026-01-08,Washington,"Seattle, Washington",Unknown,High school diploma or equivalent,High school diploma or equivalent,,1.0,,,,,"[""Business Acumen"", ""Problem Solving"", ""Business Decisions"", ""Analytics"", ""Operations"", ""Mentorship""]","[""Business Decisions"", ""Analytics""]",5415,
277787,Data Analyst,Data Visualization Society,,Data Scientists,Data Analyst,2026-06-04,Texas,"Dallas, TX",Hybrid,Bachelor's degree,Bachelor's degree,4.0,,,,,,"[""Microsoft Excel"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Salesforce"", ""Quantitative Data Analysis"", ""Qualitative Data Analysis"", ""Process Development"", ""Database Management"", ""Reverse Engineering"", ""Non-Profit Organization""]","[""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Salesforce"", ""Quantitative Data Analysis"", ""Qualitative Data Analysis"", ""Process Development"", ""Database Management"", ""Reverse Engineering"", ""Non-Profit Organization""]",5415,
278041,Data Scientist,Zoox,,Data Scientists,Data Scientist,2026-06-27,California,"Foster City, California",Unknown,High school diploma or equivalent,High school diploma or equivalent,,,176000.0,240000.0,208000.0,annual,"[""Python (Programming Language)"", ""Databricks"", ""SQL (Programming Language)"", ""Machine Learning Algorithms"", ""Data Visualization"", ""Data Pipelines"", ""Computer Science"", ""Experimental Design"", ""Regression Analysis"", ""Coordinate Systems""]","[""Python (Programming Language)"", ""Databricks"", ""SQL (Programming Language)"", ""Machine Learning Algorithms"", ""Data Visualization"", ""Data Pipelines"", ""Computer Science"", ""Experimental Design"", ""Regression Analysis"", ""Coordinate Systems""]",5415,
278096,"Data Analyst, Business Intelligence",AgileOne,,Database Architects,Business Intelligence,2026-06-05,Unspecified,United States,Remote,High school diploma or equivalent,High school diploma or equivalent,,1.0,66200.0,97100.0,81650.0,annual,"[""Power BI"", ""SQL (Programming Language)"", ""Microsoft Excel"", ""Python (Programming Language)"", ""Azure Data Lake"", ""Verbal Communication Skills"", ""Business Intelligence"", ""Contingent Workforce"", ""Report Development"", ""Data Modeling""]","[""Power BI"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Azure Data Lake"", ""Business Intelligence"", ""Contingent Workforce"", ""Report Development"", ""Data Modeling""]",5415,
278248,"Senior Business Analyst, Liquidity, Market, and Capital Risk Oversight",Capitalone,,Management Analysts,Business Analyst,2026-05-29,Virginia,"McLean, VA",Unknown,Master's degree,Master's degree,2.0,,111200.0,126900.0,119050.0,annual,"[""SQL (Programming Language)"", ""Credit Risk Management"", ""Analytical Skills"", ""Problem Solving"", ""Influencing Skills"", ""Results Orientation"", ""Information Systems"", ""Model Building"", ""Market Research"", ""Business Analysis""]","[""SQL (Programming Language)"", ""Credit Risk Management"", ""Results Orientation"", ""Information Systems"", ""Model Building"", ""Market Research"", ""Business Analysis""]",5415,
278257,Guidewire Claimcenter Business Analyst- 5 Days,André,,Management Analysts,Business Analyst,2026-06-02,New Jersey,"Ewing, NJ",Hybrid,Bachelor's degree,,,1.0,100000.0,120000.0,110000.0,annual,"[""Business Process Analysis"", ""Stakeholder Management"", ""Computer Science"", ""Communication""]","[""Business Process Analysis"", ""Stakeholder Management"", ""Computer Science""]",5415,
278280,"AI/ML Data Scientist - MLOps, Quantitative, Statistics",Jobs via Dice,,Data Scientists,Data Scientist,2026-06-03,District of Columbia,"Washington, DC",Hybrid,Master's degree,Bachelor's degree,,,,,,,"[""Software Engineering"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Statistical Modeling"", ""Machine Learning"", ""Data Processing"", ""Business Requirements"", ""Feature Engineering"", ""Modular Design""]","[""Software Engineering"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Statistical Modeling"", ""Machine Learning"", ""Data Processing"", ""Business Requirements"", ""Feature Engineering"", ""Modular Design""]",5415,
278547,Staff Data Analyst,Missionlane,,Database Architects,Data Analyst,2026-05-30,Unspecified,Remote,Remote,High school diploma or equivalent,High school diploma or equivalent,5.0,,,,,,"[""Power BI"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Strategic Decision Making"", ""Business Intelligence"", ""Data Analysis"", ""Data Engineering"", ""Data Management"", ""Data Integrity"", ""Financial Services""]","[""Power BI"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Strategic Decision Making"", ""Business Intelligence"", ""Data Analysis"", ""Data Engineering"", ""Data Management"", ""Data Integrity"", ""Financial Services""]",5415,
278597,Senior Data Scientist,Servicenow,,Data Scientists,Data Scientist,2026-07-23,California,"Mountain View, California",Remote,Doctoral or professional degree,,,,,,,,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Export Administration Regulations"", ""Data Modeling"", ""Computer Science"", ""Data Pipelines"", ""Technical Leadership"", ""Export Control"", ""Forecasting"", ""Mentorship""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Export Administration Regulations"", ""Data Modeling"", ""Computer Science"", ""Data Pipelines"", ""Technical Leadership"", ""Export Control""]",5415,
278921,"Principal Associate, Data Analyst - Risk",Capital One,,Data Scientists,Data Analyst,2026-05-13,Texas,"Plano, TX",Unknown,Master's degree,,3.0,,,,,,"[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Lean Six Sigma"", ""Statistical Modeling"", ""Business Problems"", ""Business Intelligence"", ""Data Management"", ""Data Visualization"", ""Business Strategies"", ""Data Quality""]","[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Lean Six Sigma"", ""Statistical Modeling"", ""Business Problems"", ""Business Intelligence"", ""Data Management"", ""Data Visualization"", ""Business Strategies"", ""Data Quality""]",5415,
279057,"AI/ML Data Scientist - MLOps, Quantitative, Statistics",Jobs via Dice,,Data Scientists,Data Scientist,2026-06-03,District of Columbia,"Washington, DC",Hybrid,Master's degree,Bachelor's degree,,,,,,,"[""Software Engineering"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Statistical Modeling"", ""Machine Learning"", ""Data Processing"", ""Business Requirements"", ""Feature Engineering"", ""Modular Design""]","[""Software Engineering"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Statistical Modeling"", ""Machine Learning"", ""Data Processing"", ""Business Requirements"", ""Feature Engineering"", ""Modular Design""]",5415,
279085,"Director, Business Intelligence & Analytics",Turnitinllc,,Data Scientists,Business Intelligence,2026-06-05,Georgia,"Atlanta, Georgia",Remote,Master's degree,Bachelor's degree,,,,,,,"[""Power BI"", ""Tableau (Business Intelligence Software)"", ""Salesforce"", ""SQL (Programming Language)"", ""Alteryx"", ""Key Performance Indicators (KPIs)"", ""Reporting and Analysis"", ""Customer Relationship Management"", ""Verbal Communication Skills"", ""Business Intelligence""]","[""Power BI"", ""Tableau (Business Intelligence Software)"", ""Salesforce"", ""SQL (Programming Language)"", ""Alteryx"", ""Key Performance Indicators (KPIs)"", ""Reporting and Analysis"", ""Customer Relationship Management"", ""Business Intelligence""]",5415,
279142,"Data Scientist, Marketing Analytics & Measurement",Staples Inc.,,Data Scientists,Data Scientist,2026-06-04,Massachusetts,"Framingham, MA, United States",Unknown,,,,,,,,,"[""Python (Programming Language)"", ""TensorFlow"", ""SQL (Programming Language)"", ""Marketing Mix Modeling"", ""A/B Testing"", ""Data Science"", ""Business Acumen"", ""Customer Engagement"", ""Loyalty Programs"", ""Data Engineering""]","[""Python (Programming Language)"", ""TensorFlow"", ""SQL (Programming Language)"", ""Marketing Mix Modeling"", ""A/B Testing"", ""Data Science"", ""Customer Engagement"", ""Loyalty Programs"", ""Data Engineering""]",5415,
279206,"Zappos Data Scientist II, Zappos/Shopbop Catalog Engineering",Amazon,,Data Scientists,Data Scientist,2026-06-08,Wisconsin,"Madison, Wisconsin",Unknown,High school diploma or equivalent,High school diploma or equivalent,,1.0,,,,,"[""Advanced Analytics"", ""Data Capture"", ""Machine Learning"", ""Data Science"", ""Data Quality"", ""Leadership"", ""E-Commerce"", ""Operations"", ""Investigation""]","[""Advanced Analytics"", ""Data Capture"", ""Machine Learning"", ""Data Science"", ""Data Quality"", ""E-Commerce""]",5415,
279235,Data Analyst,Everlaw,,Data Scientists,Data Analyst,2026-06-27,Unspecified,Oakland,Unknown,,,,,120000.0,172000.0,146000.0,annual,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Legal Technology"", ""Raw Data"", ""Data Quality"", ""Relational Databases"", ""Data Modeling"", ""Statistical Methods"", ""Programming Languages"", ""Data Analysis""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Legal Technology"", ""Raw Data"", ""Data Quality"", ""Relational Databases"", ""Data Modeling"", ""Statistical Methods"", ""Programming Languages"", ""Data Analysis""]",5415,
279387,Staff Data Analyst,Quince,,Business Intelligence Analysts,Data Analyst,2026-06-11,Unspecified,"Palo, Alto",Unknown,,,,,207000.0,235000.0,221000.0,annual,"[""Python For Data Analysis"", ""SQL (Programming Language)"", ""Marketing Mix Modeling"", ""Verbal Communication Skills"", ""Performance Reporting"", ""Data Science"", ""Causal Inference"", ""Statistical Methods"", ""Predictive Modeling"", ""Business Problems""]","[""Python For Data Analysis"", ""SQL (Programming Language)"", ""Marketing Mix Modeling"", ""Performance Reporting"", ""Data Science"", ""Causal Inference"", ""Statistical Methods"", ""Predictive Modeling"", ""Business Problems""]",5415,
279411,Analytics Engineer,Thatch,,Data Scientists,Data Engineer,2025-10-08,California,"San Francisco, California",Remote,High school diploma or equivalent,High school diploma or equivalent,,1.0,,,,,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Github"", ""Ad Hoc Analysis"", ""Ruby On Rails"", ""Source Data"", ""CI/CD"", ""Version Control"", ""Analytics"", ""Leadership""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Github"", ""Ad Hoc Analysis"", ""Ruby On Rails"", ""Source Data"", ""CI/CD"", ""Version Control"", ""Analytics""]",5415,
279495,Senior Data Analyst,Zoominfo,,Other,Data Analyst,2026-05-13,Massachusetts,"Waltham, Massachusetts",Hybrid,,,,,,,,,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Customer Insights"", ""Competitive Intelligence"", ""Strategic Analysis"", ""Customer Analytics"", ""Competitive Analysis"", ""Product Strategy"", ""Market Opportunities"", ""Product Analytics""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Customer Insights"", ""Competitive Intelligence"", ""Strategic Analysis"", ""Customer Analytics"", ""Competitive Analysis"", ""Product Strategy"", ""Market Opportunities"", ""Product Analytics""]",5415,
279565,Business Intelligence Analyst - / role,"Edwards Health Care Services, Inc.",,Other,Business Intelligence,2026-07-23,Ohio,"Hudson, Ohio",Hybrid,Bachelor's degree,,,,,,,,"[""Power BI"", ""SQL (Programming Language)"", ""Operational Excellence"", ""Relational Databases"", ""Business Requirements"", ""Data Analysis"", ""Data Lineage"", ""Technical Assistance"", ""Data Modeling"", ""Computer Science""]","[""Power BI"", ""SQL (Programming Language)"", ""Operational Excellence"", ""Relational Databases"", ""Business Requirements"", ""Data Analysis"", ""Data Lineage"", ""Technical Assistance"", ""Data Modeling"", ""Computer Science""]",5415,
280027,Marketing Data Analyst and Enablement Lead,Rockwell Automation,,Other,Data Analyst,2026-05-22,Wisconsin,"Milwaukee, WI",Hybrid,Bachelor's degree,,,,,,,,"[""Reporting and Analysis"", ""Root Cause Analysis"", ""Data Analysis"", ""Global Marketing"", ""Marketing Analytics"", ""Data Management"", ""Data Strategy"", ""Industry Standards"", ""Data Acquisition"", ""Data Reporting""]","[""Reporting and Analysis"", ""Root Cause Analysis"", ""Data Analysis"", ""Global Marketing"", ""Marketing Analytics"", ""Data Management"", ""Data Strategy"", ""Industry Standards"", ""Data Acquisition""]",5415,
281075,Data Solutions Developer / Data Scientist II,HDR,,Data Scientists,Data Scientist,2026-06-04,District of Columbia,"Washington, District of Columbia, United States, Fulton, Maryland, United States, Vienna, Virginia, United States",On-site,Bachelor's degree,,,1.0,,,,,"[""Microsoft Power Platform"", ""Power BI"", ""System Software"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Python (Programming Language)"", ""Exploratory Data Analysis"", ""Business Intelligence Tools"", ""Machine Learning Algorithms"", ""Construction Management""]","[""Microsoft Power Platform"", ""Power BI"", ""System Software"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Python (Programming Language)"", ""Exploratory Data Analysis"", ""Business Intelligence Tools"", ""Machine Learning Algorithms"", ""Construction Management""]",5415,
281394,Risk Management - Gen AI Lead Data Scientist,JPMC Candidate Experience page,,Data Scientists,Data Scientist,2026-06-04,Texas,"Plano, TX, United States",Unknown,,,,1.0,,,,,"[""Python (Programming Language)"", ""TensorFlow"", ""SQL (Programming Language)"", ""Verification And Validation"", ""Machine Learning Methods"", ""Verbal Communication Skills"", ""Credit Risk"", ""Risk Management"", ""Quantitative Research"", ""Persistent Memory""]","[""Python (Programming Language)"", ""TensorFlow"", ""SQL (Programming Language)"", ""Verification And Validation"", ""Machine Learning Methods"", ""Credit Risk"", ""Risk Management"", ""Quantitative Research"", ""Persistent Memory""]",5415,
281688,AI and Data Science Engineer III,Deloitte,,Data Scientists,Data Scientist,2026-06-05,California,"Los Angeles, CA",Unknown,Doctoral or professional degree,Bachelor's degree,4.0,,,,,,"[""Power BI"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Python (Programming Language)"", ""Ability To Meet Deadlines"", ""Verbal Communication Skills"", ""Human Capital"", ""Service Offerings"", ""Data Science"", ""Data Modeling""]","[""Power BI"", ""SQL (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Python (Programming Language)"", ""Human Capital"", ""Service Offerings"", ""Data Science"", ""Data Modeling""]",5415,
282190,"Sr. Data Scientist, GenAI & Labeling Platforms",Pinterest,,Data Scientists,Data Scientist,2026-05-18,California,"San Francisco, CA, US; Remote, US",Remote,High school diploma or equivalent,High school diploma or equivalent,,1.0,139800.0,287700.0,213750.0,annual,"[""Scientific Methods"", ""Data Science"", ""Cross-Functional Collaboration"", ""Self-Directed Learning"", ""Innovation"", ""Human-In-The-Loop"", ""Rubric"", ""Writing"", ""Pinterest""]","[""Scientific Methods"", ""Data Science"", ""Cross-Functional Collaboration"", ""Self-Directed Learning"", ""Human-In-The-Loop"", ""Rubric"", ""Pinterest""]",5415,
282488,Data Scientist,Zoox,,Data Scientists,Data Scientist,2026-07-14,Unspecified,Boston,Unknown,,,,1.0,167000.0,228000.0,197500.0,annual,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Exploratory Data Analysis"", ""A/B Testing"", ""Statistical Methods"", ""Query Languages"", ""Computer Science"", ""Data Visualization"", ""Statistical Modeling"", ""Computer Vision""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Exploratory Data Analysis"", ""A/B Testing"", ""Statistical Methods"", ""Query Languages"", ""Computer Science"", ""Data Visualization"", ""Statistical Modeling"", ""Computer Vision""]",5415,
282527,Data scientist,Jobs via Dice,,Data Scientists,Data Scientist,2026-06-05,Ohio,"Columbus, OH",On-site,Bachelor's degree,Bachelor's degree,,,,,,,"[""Statistical Software"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Data Analysis Tools"", ""Advanced Analytics"", ""Machine Learning"", ""Deep Learning"", ""Artificial Intelligence"", ""Computer Science""]","[""Statistical Software"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Data Analysis Tools"", ""Advanced Analytics"", ""Machine Learning"", ""Deep Learning"", ""Artificial Intelligence"", ""Computer Science""]",5415,
282645,Staff Analytics Engineer,Hubspotjobs,,Data Scientists,Data Engineer,2026-06-30,Unspecified,Remote,Hybrid,High school diploma or equivalent,High school diploma or equivalent,,1.0,138500.0,221600.0,180050.0,annual,"[""SQL (Programming Language)"", ""Github"", ""Data Pipelines"", ""AI Agents"", ""Emerging Technologies"", ""Technical Leadership"", ""Business Problems"", ""Data Structures"", ""Application Development"", ""Data Modeling""]","[""SQL (Programming Language)"", ""Github"", ""Data Pipelines"", ""AI Agents"", ""Emerging Technologies"", ""Technical Leadership"", ""Business Problems"", ""Data Structures"", ""Application Development"", ""Data Modeling""]",5415,
283010,Senior Technical Business Analyst – Credit Risk,Software Technology Inc.,,Management Analysts,Business Analyst,2026-06-03,New York,"New York, NY",Unknown,Bachelor's degree,Bachelor's degree,12.0,,,,,,"[""SQL (Programming Language)"", ""Credit Risk Reporting"", ""Root Cause Analysis"", ""Risk Exposure Management"", ""Change Management Processes"", ""Verbal Communication Skills"", ""Risk Analytics"", ""Front Office"", ""Technical Requirements"", ""Data Integrity""]","[""SQL (Programming Language)"", ""Credit Risk Reporting"", ""Root Cause Analysis"", ""Risk Exposure Management"", ""Change Management Processes"", ""Risk Analytics"", ""Front Office"", ""Technical Requirements"", ""Data Integrity""]",5415,
283030,"MLOps Data Scientist - AI/ML, Python, Quantitative, Statistics",Jobs via Dice,,Data Scientists,Data Scientist,2026-06-05,District of Columbia,"Washington, DC",Unknown,Bachelor's degree,Bachelor's degree,,,,,,,"[""Software Engineering"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Statistical Modeling"", ""Machine Learning"", ""Data Processing"", ""Business Requirements"", ""Feature Engineering"", ""Modular Design""]","[""Software Engineering"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""TensorFlow"", ""Statistical Modeling"", ""Machine Learning"", ""Data Processing"", ""Business Requirements"", ""Feature Engineering"", ""Modular Design""]",5415,
